LHAPDF set=   nNNPDF10_nlo_as_0118_N1
Reweight method=   BAYESIAN
ndata=   1145
250
0	779.913	0
1	1020.03	1.50427
2	1160.75	53.0072
3	546.77	0
4	537.319	0
5	333.556	0
6	20027.8	0
7	4475.47	0
8	257.921	0
9	619.496	0
10	2.03655e+06	0
11	618.394	0
12	384.881	0
13	240.787	0
14	16980	0
15	43473.6	0
16	705.152	0
17	244173	0
18	2124.73	0
19	305.434	0
20	3352.66	0
21	21746.7	0
22	1929.29	0
23	2457.48	0
24	4129.39	0
25	683126	0
26	453290	0
27	644.698	0
28	1215.47	19.2848
29	249.09	0
30	5882.41	0
31	4719.85	0
32	121.688	0
33	138678	0
34	339999	0
35	2305.75	0
36	105.641	0
37	188.124	0
38	14391.6	0
39	1509.31	1.84554e-09
40	437.505	0
41	297.547	0
42	515.531	0
43	1998.86	0
44	1236.24	9.64036
45	39527.9	0
46	3155.71	0
47	165.596	0
48	315.724	0
49	705.874	0
50	926218	0
51	1040.64	4.69012
52	1343.64	0.0227735
53	2553.49	0
54	165010	0
55	84.5476	0
56	142.858	0
57	1039.53	4.43815
58	493.834	0
59	8022.27	0
60	109.068	0
61	734.522	0
62	2510.57	0
63	2403.35	0
64	512.613	0
65	285.02	0
66	300.067	0
67	768771	0
68	1104.35	39.6232
69	674.097	0
70	302.319	0
71	60422	0
72	197028	0
73	1838.22	0
74	4332.93	0
75	2654.13	0
76	342.023	0
77	78757.1	0
78	242.905	0
79	252.648	0
80	231.64	0
81	4990.92	0
82	2375.84	0
83	359.692	0
84	13117.8	0
85	1503.72	3.61711e-09
86	12166.6	0
87	2075.88	0
88	1003.4	0.506955
89	191735	0
90	162.989	0
91	157.47	0
92	11574.4	0
93	299.141	0
94	208.557	0
95	106.491	0
96	988.27	0.164514
97	97.3915	0
98	672383	0
99	3163.64	0
100	84.5458	0
101	613968	0
102	1745.11	0
103	1928.63	0
104	139736	0
105	1031.36	2.89166
106	116236	0
107	289.977	0
108	172334	0
109	102.765	0
110	975.577	0.0577039
111	141.91	0
112	777.886	0
113	8605.51	0
114	101416	0
115	3158.71	0
116	397.363	0
117	6433.64	0
118	1.21383e+06	0
119	2007.67	0
120	1398.55	0.000242187
121	11801.8	0
122	806.013	1.4177e-12
123	4215.11	0
124	831.83	2.386e-10
125	1354.59	0.00990738
126	11314.1	0
127	287.787	0
128	3450.84	0
129	136.548	0
130	6314.01	0
131	409.915	0
132	2802.15	0
133	263.814	0
134	389.478	0
135	233175	0
136	3618.29	0
137	2662.82	0
138	1012.53	0.938771
139	991.881	0.217827
140	194.504	0
141	421.167	0
142	407.759	0
143	558.373	0
144	178.848	0
145	193.126	0
146	233.372	0
147	5962.74	0
148	752.549	0
149	358.883	0
150	125.504	0
151	6895.17	0
152	770.326	0
153	291.348	0
154	679214	0
155	1839.39	0
156	71390.9	0
157	1883.08	0
158	259.578	0
159	359.03	0
160	2644.89	0
161	2456.9	0
162	135.76	0
163	11752.6	0
164	34719.6	0
165	32598.9	0
166	1347.79	0.0166866
167	130.022	0
168	465.818	0
169	2756.19	0
170	4881.38	0
171	296.999	0
172	439.363	0
173	992238	0
174	182.844	0
175	1606.42	0
176	724.324	0
177	407.928	0
178	5011.8	0
179	608.788	0
180	323.981	0
181	21143.4	0
182	1753.51	0
183	1130	53.9433
184	59559.9	0
185	694.409	0
186	686.403	0
187	718.334	0
188	707.389	0
189	432.902	0
190	3395.57	0
191	8268.97	0
192	530.68	0
193	167.39	0
194	331.107	0
195	2827.12	0
196	228.48	0
197	860694	0
198	337.906	0
199	375.641	0
200	460829	0
201	3265.84	0
202	222.175	0
203	485.408	0
204	233.96	0
205	402762	0
206	371120	0
207	1689.73	0
208	17127.2	0
209	165.212	0
210	2847.69	0
211	5648.51	0
212	289.59	0
213	235.09	0
214	297.575	0
215	336.141	0
216	2490.18	0
217	260.671	0
218	7074.23	0
219	314.68	0
220	174.634	0
221	45535.9	0
222	196.624	0
223	429.446	0
224	413.355	0
225	208.273	0
226	18621.4	0
227	29550.9	0
228	572.183	0
229	315.651	0
230	253.451	0
231	172.072	0
232	1.0583e+06	0
233	1969.69	0
234	346.041	0
235	394.144	0
236	2813.1	0
237	1134.67	55.2581
238	3808.65	0
239	389868	0
240	210.242	0
241	173.834	0
242	310.594	0
243	522561	0
244	1258.79	3.78345
245	10382	0
246	601.74	0
247	1694.94	0
248	47264.4	0
249	359.143	0
